ID,sfreq,length
A00919,300,18000
A07730,300,9000
A06498,300,9000
A06418,300,9000
A01650,300,9000
A01395,300,9000
A07584,300,9000
A04667,300,3974
A05910,300,10292
A00846,300,3690
A05843,300,9590
A04464,300,9000
A06741,300,9000
A06882,300,9000
A07229,300,9000
A00844,300,3560
A02955,300,9000
A05287,300,9000
A07166,300,9000
A03704,300,5114
A05224,300,9000
A02189,300,9000
A05737,300,11238
A05282,300,18000
A00825,300,9000
A06864,300,4977
A05151,300,9000
A01987,300,9000
A03655,300,9910
A06340,300,9000
A07682,300,9000
A05137,300,9000
A04530,300,3704
A06425,300,9000
A04926,300,9000
A00684,300,9000
A01037,300,3034
A06458,300,9000
A08153,300,18000
A01336,300,9000
A01206,300,9000
A00260,300,18000
A06672,300,9000
A00876,300,9000
A02710,300,6222
A05423,300,9000
A03582,300,18000
A05637,300,12738
A04253,300,9000
A05419,300,9000
A06523,300,9000
A06241,300,11222
A04098,300,9000
A07997,300,9000
A02557,300,9000
A07929,300,9000
A05362,300,18000
A03230,300,18000
A00319,300,9000
A08428,300,18000
A06512,300,3770
A04313,300,18000
A02663,300,4290
A06427,300,17762
A02940,300,9000
A05450,300,6886
A02584,300,9000
A03357,300,9000
A03599,300,9000
A06860,300,15690
A02318,300,9000
A08040,300,9000
A01155,300,9000
A03051,300,8880
A05771,300,9714
A05544,300,9000
A08298,300,18000
A00832,300,9000
A00373,300,18000
A07955,300,9000
A00544,300,4198
A05434,300,9000
A06447,300,9000
A01300,300,18000
A07064,300,4694
A06351,300,9000
A06957,300,9000
A03516,300,9000
A06867,300,7256
A02062,300,18000
A03325,300,9000
A04404,300,9000
A07961,300,9000
A06748,300,9000
A03339,300,4546
A03192,300,18000
A06078,300,13854
A08026,300,9000
A08361,300,9000
A05048,300,9000
A04506,300,9000
A04368,300,18000
A02924,300,9000
A05539,300,9000
A04016,300,9000
A03377,300,9000
A04943,300,3214
A04576,300,9000
A02489,300,9000
A06322,300,12174
A01102,300,9000
A01146,300,9000
A02556,300,9000
A06985,300,9000
A05856,300,10136
A08420,300,9000
A08303,300,18000
A08154,300,9000
A07464,300,9000
A07969,300,9000
A04499,300,9000
A07905,300,9000
A01035,300,9000
A02007,300,9000
A03355,300,9000
A03854,300,9000
A04668,300,6102
A08047,300,9000
A07179,300,18000
A01356,300,9000
A01574,300,9000
A03952,300,9000
A00853,300,9000
A07063,300,18000
A06393,300,9000
A08127,300,9000
A07076,300,9000
A05866,300,9438
A04963,300,9000
A06959,300,9000
A06360,300,9000
A04032,300,9000
A03803,300,9000
A05015,300,9000
A01647,300,9000
A04653,300,9000
A01553,300,6406
A06436,300,18000
A08478,300,9000
A03075,300,8210
A06775,300,9000
A04306,300,6738
A04679,300,6234
A01725,300,9000
A03179,300,18000
A07875,300,11756
A07262,300,9000
A05490,300,9000
A03432,300,9000
A01927,300,9000
A01534,300,6730
A08082,300,4812
A07640,300,9000
A01953,300,9000
A02638,300,9000
A03590,300,9000
A02827,300,9000
A03433,300,9000
A06000,300,4800
A00360,300,9000
A05674,300,9000
A06981,300,9000
A07307,300,9000
A04480,300,9000
A08433,300,9000
A00975,300,9000
A01122,300,18000
A07100,300,9000
A00381,300,9000
A03809,300,9000
A06189,300,18090
A06636,300,9000
A08447,300,9000
A07625,300,9000
A01825,300,9028
A04250,300,18000
A01100,300,18000
A07989,300,9000
A00769,300,9000
A05003,300,18000
A05952,300,9000
A08443,300,5140
A02841,300,9000
A06341,300,9000
A04901,300,9000
A07520,300,9000
A06145,300,16506
A05331,300,9000
A02994,300,9000
A02596,300,9000
A00924,300,9000
A06654,300,9000
A04844,300,9000
A05606,300,9000
A07086,300,9000
A06906,300,9000
A00796,300,9000
A05500,300,9000
A08288,300,9000
A08302,300,9000
A06067,300,10656
A07215,300,9000
A03363,300,4442
A07629,300,9000
A06939,300,18000
A08399,300,9000
A07651,300,9000
A07491,300,9000
A03375,300,9000
A00668,300,18000
A06648,300,9000
A06513,300,6670
A06666,300,9000
A01914,300,9000
A00664,300,9006
A00895,300,9000
A07279,300,9000
A01577,300,9000
A00638,300,9000
A02465,300,9000
A04812,300,4416
A04062,300,9000
A05712,300,9408
A00982,300,9000
A01217,300,9000
A01582,300,9000
A08496,300,9000
A01091,300,9000
A02357,300,9000
A03136,300,9000
A05458,300,9000
A07588,300,9000
A06738,300,9000
A04081,300,16946
A01674,300,9000
A04719,300,9000
A01619,300,11100
A03180,300,9000
A02512,300,9000
A03786,300,9000
A07739,300,9000
A01806,300,9000
A03558,300,18000
A02725,300,9000
A04972,300,9000
A02630,300,9000
A03708,300,18000
A07968,300,18000
A07327,300,4622
A04605,300,9000
A01780,300,9000
A05626,300,9000
A08239,300,9000
A00629,300,5810
A02958,300,9000
A00587,300,18000
A00826,300,9000
A05718,300,11158
A02897,300,18000
A08308,300,9000
A05518,300,9000
A03472,300,18000
A04987,300,10328
A02016,300,9000
A04141,300,9000
A08459,300,9000
A01591,300,9000
A05543,300,9000
A06445,300,9000
A00324,300,9000
A00647,300,9000
A06675,300,9000
A03440,300,9000
A03282,300,9000
A05695,300,9000
A05923,300,5520
A02456,300,9000
A00474,300,5264
A05594,300,4974
A03957,300,9000
A03833,300,9000
A06371,300,9000
A02628,300,9000
A03859,300,9000
A00782,300,9000
A04448,300,8104
A02069,300,7610
A05142,300,18000
A01279,300,18000
A02610,300,9000
A06301,300,9846
A06895,300,9000
A01982,300,18000
A05510,300,9000
A05363,300,9000
A08441,300,9000
A01929,300,10998
A07743,300,9000
A02286,300,9000
A08449,300,9000
A05550,300,9000
A04269,300,9000
A07111,300,9000
A01154,300,9000
A05062,300,9000
A03263,300,18000
A01607,300,4186
A03148,300,9000
A03373,300,12510
A08150,300,10114
A02600,300,9000
A03858,300,9000
A06365,300,18000
A07723,300,9000
A08071,300,18000
A07645,300,8934
A04058,300,9000
A06544,300,9000
A04347,300,9000
A07595,300,2992
A03717,300,9000
A02957,300,9000
A07328,300,9000
A02239,300,18000
A01490,300,9000
A01481,300,9000
A08225,300,3338
A04009,300,9000
A02719,300,5300
A03608,300,9000
A00652,300,18000
A04407,300,9000
A01311,300,9000
A00578,300,9000
A06627,300,9000
A00435,300,9000
A00376,300,9000
A08367,300,9000
A08176,300,9000
A05576,300,9000
A03752,300,18000
A02790,300,9000
A04314,300,9000
A04268,300,9000
A04179,300,18000
A01536,300,9000
A06405,300,9000
A03535,300,9000
A05512,300,9000
A07902,300,9000
A07354,300,9000
A07029,300,18000
A06990,300,9000
A00428,300,9000
A03533,300,9000
A03014,300,18000
A06377,300,9000
A02047,300,9000
A01083,300,9000
A01852,300,9000
A03329,300,18000
A00933,300,9000
A08330,300,4682
A00299,300,9000
A01328,300,7330
A07158,300,18216
A03412,300,8042
A01523,300,9000
A00883,300,9000
A01829,300,9000
A08481,300,9000
A02985,300,9000
A02506,300,18000
A04770,300,9000
A06493,300,9000
A06730,300,9000
A02667,300,9000
A02786,300,3814
A01858,300,9000
A05948,300,17488
A05175,300,5316
A06460,300,9000
A02106,300,9000
A07142,300,9000
A06307,300,17004
A01332,300,9000
A00973,300,9000
A07521,300,9000
A06883,300,9000
A05852,300,9292
A04965,300,9000
A06417,300,18000
A07706,300,9000
A03112,300,9000
A01854,300,18000
A04856,300,9000
A06048,300,9000
A01501,300,9000
A01673,300,7640
A01194,300,18000
A05037,300,9000
A00409,300,9000
A03953,300,9000
A01710,300,9000
A00905,300,9000
A08161,300,9000
A06255,300,10130
A06166,300,9000
A01823,300,8294
A00636,300,9000
A07547,300,5044
A04939,300,9000
A04097,300,9000
A04861,300,9000
A01384,300,18000
A03217,300,4100
A01087,300,18000
A05746,300,10338
A01319,300,9000
A04401,300,9000
A05714,300,18178
A03552,300,9000
A01349,300,9000
A07292,300,9000
A03007,300,18000
A03529,300,9000
A07956,300,18000
A05684,300,16938
A04386,300,6162
A03763,300,9000
A05802,300,10524
A06779,300,9000
A03172,300,9000
A01282,300,9000
A07378,300,9000
A08224,300,9000
A07681,300,9000
A08506,300,9000
A04298,300,9000
A05275,300,9000
A07194,300,9000
A00543,300,9000
A08280,300,9000
A06120,300,9514
A01637,300,9000
A06123,300,11280
A05426,300,9000
A05580,300,18000
A03627,300,9000
A06474,300,9000
A05273,300,18000
A05000,300,9000
A01247,300,9000
A01760,300,9000
A01688,300,6816
A07365,300,9000
A05465,300,9000
A07480,300,9000
A02232,300,9000
A02430,300,18000
A00622,300,9000
A01926,300,7522
A03633,300,6248
A02823,300,9000
A06765,300,9000
A04125,300,9000
A02288,300,9000
A02902,300,6218
A02938,300,9000
A06039,300,9454
A04261,300,9000
A06597,300,9000
A08261,300,9000
A06369,300,9000
A07333,300,18000
A04821,300,9000
A00726,300,9000
A05178,300,9000
A02615,300,9000
A05244,300,9000
A06792,300,9000
A08145,300,9000
A07840,300,18188
A04529,300,9000
A00400,300,9000
A01142,300,9000
A06825,300,9000
A03456,300,4732
A04246,300,9000
A01649,300,14988
A05498,300,9000
A00678,300,9000
A02645,300,9000
A02443,300,9000
A02755,300,9000
A04633,300,9000
A00907,300,16714
A03092,300,9000
A05526,300,9000
A05991,300,16890
A03225,300,9000
A01468,300,9000
A06667,300,4298
A01459,300,18000
A04637,300,18000
A02361,300,9000
A00315,300,9000
A02228,300,9000
A05380,300,9000
A02003,300,9000
A05231,300,9000
A00350,300,9000
A03522,300,9000
A08340,300,9000
A07031,300,9000
A01729,300,9000
A00269,300,9000
A02255,300,18000
A06653,300,9000
A01182,300,9000
A00311,300,18000
A05541,300,18000
A04054,300,9000
A00669,300,9000
A08353,300,9000
A06652,300,9000
A06215,300,11304
A00955,300,9000
A02606,300,9000
A00639,300,9000
A03474,300,9000
A06074,300,9000
A07657,300,9000
A07847,300,9000
A01767,300,9000
A05622,300,16592
A01105,300,9000
A01451,300,9000
A05390,300,9000
A01439,300,9000
A00630,300,5520
A06205,300,9652
A00764,300,9000
A06069,300,10278
A00721,300,18000
A07265,300,9000
A01448,300,5034
A03597,300,9000
A02313,300,9000
A05199,300,3450
A06275,300,9000
A05697,300,9000
A00996,300,9000
A01677,300,18000
A07724,300,13026
A06624,300,9000
A02705,300,18000
A02435,300,9000
A04983,300,5052
A07624,300,9000
A02578,300,9000
A05630,300,9000
A07854,300,9000
A04566,300,9000
A06192,300,9730
A04171,300,9000
A06833,300,9000
A05503,300,3100
A03539,300,9000
A05315,300,18000
A03317,300,9000
A05283,300,9000
A07675,300,9000
A07713,300,9000
A03465,300,14010
A06616,300,4760
A02344,300,9000
A03630,300,9000
A08404,300,9000
A01942,300,9000
A01268,300,18000
A02608,300,18000
A07600,300,9000
A00950,300,9000
A06303,300,4334
A02773,300,9000
A07038,300,9000
A05230,300,18000
A06015,300,13012
A05116,300,9000
A02579,300,18000
A00583,300,9000
A06635,300,9000
A07606,300,9000
A03731,300,9000
A05088,300,9000
A06650,300,12442
A03727,300,9000
A00515,300,9000
A00791,300,9000
A03544,300,9000
A07209,300,9000
A01923,300,9000
A04477,300,9000
A04163,300,9000
A02614,300,9000
A08230,300,9000
A06159,300,9890
A01860,300,9000
A04372,300,4638
A07589,300,18000
A00401,300,9000
A00694,300,9000
A07683,300,9000
A03413,300,9000
A01011,300,9000
A03000,300,9000
A01884,300,9000
A06588,300,3606
A07797,300,3210
A06733,300,6392
A06677,300,9000
A06978,300,9000
A01022,300,9000
A06380,300,9000
A08309,300,9000
A02425,300,18000
A01270,300,3372
A05673,300,11624
A00259,300,6054
A07837,300,9000
A05179,300,9000
A07356,300,9000
A03435,300,9000
A02707,300,9000
A02536,300,9000
A01203,300,9000
A03464,300,9000
A04961,300,9000
A02459,300,9000
A03264,300,9000
A01716,300,9000
A05322,300,9000
A00304,300,18000
A03345,300,9000
A01808,300,9000
A05634,300,12514
A06537,300,9000
A08003,300,9000
A03485,300,9000
A00443,300,9000
A08217,300,9000
A03662,300,9000
A04516,300,9000
A00369,300,9000
A04105,300,9000
A00841,300,9000
A04018,300,9000
A07044,300,9000
A06862,300,5984
A03648,300,9000
A06374,300,18000
A07185,300,9000
A03526,300,9000
A03306,300,9000
A07604,300,9000
A06221,300,10592
A04291,300,9000
A03742,300,9000
A05538,300,9000
A03416,300,9000
A02074,300,4898
A05995,300,9760
A00988,300,9000
A05318,300,7698
A02854,300,9000
A08375,300,9000
A05560,300,9000
A01768,300,18000
A02156,300,9000
A04413,300,9000
A07040,300,9000
A04752,300,9000
A06704,300,9000
A06455,300,9000
A02198,300,9000
A02583,300,9000
A00525,300,18000
A01722,300,18000
A04762,300,7640
A03925,300,9000
A01893,300,9000
A04181,300,8058
A00890,300,9000
A06101,300,9956
A08405,300,9000
A01476,300,9262
A03470,300,9000
A04226,300,9000
A02829,300,9000
A02068,300,9000
A00429,300,7064
A06489,300,9000
A06663,300,9000
A03883,300,9000
A00389,300,18000
A00540,300,9000
A04400,300,18000
A03496,300,12350
A06664,300,9000
A08115,300,9000
A03618,300,9000
A06770,300,9000
A04636,300,9000
A06044,300,9000
A06943,300,9000
A03124,300,9000
A02233,300,18000
A08516,300,9000
A08374,300,9000
A05472,300,9000
A04319,300,9000
A07763,300,9000
A04292,300,9000
A05398,300,9000
A00744,300,9000
A02021,300,18000
A07486,300,9000
A06081,300,9626
A07500,300,18000
A06674,300,9000
A08427,300,9000
A02799,300,18030
A07646,300,9000
A03168,300,9000
A03764,300,9000
A05133,300,9000
A07004,300,9000
A04459,300,9000
A08368,300,9000
A07098,300,9000
A06013,300,9250
A06437,300,7092
A06935,300,4146
A04922,300,9000
A03024,300,9000
A04932,300,4360
A02518,300,9000
A04912,300,9000
A08014,300,9000
A05716,300,9000
A06986,300,9000
A00566,300,18000
A03963,300,9000
A02262,300,7240
A05428,300,9000
A08379,300,9000
A07623,300,9000
A00365,300,9000
A02733,300,9000
A04436,300,9000
A04970,300,9000
A06811,300,9000
A03132,300,5868
A02010,300,7984
A02294,300,9000
A02635,300,9000
A02107,300,18000
A07559,300,9000
A03619,300,9000
A05302,300,9000
A07518,300,9000
A03910,300,9000
A06868,300,9000
A00813,300,4580
A02763,300,9000
A08283,300,9000
A04271,300,9000
A02396,300,18000
A05418,300,7908
A08041,300,10840
A00814,300,9000
A05375,300,9000
A00963,300,9000
A08477,300,9000
A03603,300,9000
A05841,300,9000
A05834,300,9718
A02641,300,9000
A04418,300,9000
A08114,300,18000
A02011,300,17912
A06763,300,9000
A07709,300,9000
A00986,300,9000
A06976,300,9000
A06160,300,11310
A07966,300,18000
A02564,300,9000
A04564,300,9000
A05326,300,9000
A05971,300,16010
A07163,300,9000
A08030,300,18000
A04256,300,18000
A02271,300,9000
A01435,300,9000
A08088,300,9000
A02774,300,9000
A00243,300,9000
A04060,300,18000
A01542,300,18000
A02423,300,9000
A01620,300,9000
A03699,300,9000
A05119,300,9000
A03713,300,9000
A02801,300,18000
A06598,300,9000
A05583,300,10036
A01427,300,9000
A02882,300,9000
A05577,300,9000
A02591,300,9000
A01199,300,18000
A04482,300,9000
A02914,300,9000
A00766,300,9000
A06849,300,4666
A01818,300,9000
A05156,300,18000
A05736,300,18286
A06577,300,9000
A02531,300,9000
A04247,300,9000
A01783,300,10514
A00893,300,9000
A05929,300,9000
A04804,300,9000
A07692,300,9000
A01890,300,18000
A03279,300,9000
A00330,300,9000
A05193,300,3740
A07737,300,9000
A01110,300,9000
A05404,300,9000
A05647,300,12690
A02147,300,9000
A04751,300,9000
A08363,300,9000
A01605,300,9000
A04834,300,9000
A06734,300,18000
A00914,300,9000
A04160,300,5358
A01144,300,9000
A05879,300,11828
A00295,300,9000
A06790,300,9000
A05966,300,9000
A06173,300,9000
A08416,300,9000
A05652,300,9000
A08195,300,4280
A03426,300,9000
A04185,300,9000
A03291,300,9000
A03775,300,9000
A00488,300,9000
A04110,300,3086
A06261,300,11152
A03320,300,9000
A00714,300,18000
A08334,300,9000
A06293,300,9000
A04196,300,18000
A04797,300,9000
A07915,300,9000
A04956,300,18000
A07162,300,9000
A04088,300,9000
A00723,300,9000
A06068,300,10722
A07617,300,9000
A07869,300,9000
A08085,300,5174
A07294,300,9000
A00628,300,9000
A03070,300,9000
A07539,300,9000
A07596,300,9000
A02735,300,9000
A02969,300,9000
A04324,300,9000
A00522,300,9000
A05491,300,9000
A03733,300,9000
A02265,300,18000
A07886,300,18000
A00710,300,18000
A01470,300,9000
A06217,300,10488
A03303,300,18000
A07331,300,3012
A01085,300,9000
A05288,300,9000
A07392,300,4034
A06497,300,9000
A04104,300,9000
A04138,300,3198
A00774,300,9000
A08063,300,18000
A08197,300,9000
A02050,300,9000
A04681,300,9000
A05953,300,3056
A00358,300,18000
A04118,300,9000
A01081,300,13534
A02668,300,9000
A07470,300,9000
A01392,300,9000
A06084,300,3244
A01546,300,9000
A00718,300,9000
A07473,300,9000
A02244,300,9000
A01477,300,9000
A07703,300,9000
A04871,300,9000
A06894,300,17826
A00677,300,9000
A01646,300,9000
A02451,300,9000
A00595,300,9000
A05324,300,9000
A05676,300,10896
A08448,300,7516
A01129,300,9000
A07789,300,9000
A06575,300,9000
A03360,300,9000
A03988,300,9000
A04982,300,9000
A00450,300,9000
A07391,300,9000
A05690,300,9000
A01798,300,7128
A07845,300,9000
A04055,300,9000
A02793,300,9000
A00939,300,9000
A08527,300,9000
A05895,300,9000
A07017,300,9000
A06247,300,9768
A07278,300,9000
A07009,300,9000
A03556,300,18000
A04868,300,9000
A02731,300,9000
A02792,300,9000
A08064,300,9000
A04332,300,9000
A04714,300,9000
A03746,300,9000
A05086,300,9000
A05204,300,9000
A05787,300,9802
A06267,300,9000
A00490,300,9000
A08066,300,18000
A01365,300,5006
A06580,300,9000
A01318,300,18000
A05749,300,9968
A00567,300,9000
A03350,300,9000
A08254,300,9000
A02440,300,9000
A07751,300,9000
A01992,300,5090
A05700,300,9696
A07815,300,9000
A02634,300,18000
A02160,300,9000
A01970,300,9000
A05129,300,4476
A00293,300,9000
A00554,300,9000
A01290,300,9000
A02838,300,9000
A07524,300,9000
A04272,300,9000
A02527,300,9000
A04429,300,18016
A02998,300,9000
A01243,300,9000
A05448,300,9000
A04276,300,18000
A01720,300,9000
A01961,300,9000
A06747,300,9000
A03085,300,9000
A04485,300,9000
A01429,300,3116
A00353,300,18000
A07036,300,9000
A07224,300,9000
A02684,300,7936
A05451,300,9000
A01759,300,9000
A00845,300,9000
A01015,300,9000
A01137,300,9000
A08210,300,9000
A07426,300,9000
A04035,300,18000
A04162,300,9000
A02899,300,9000
A07058,300,18000
A08329,300,5320
A03677,300,3970
A05941,300,9000
A01872,300,9000
A00268,300,18000
A07780,300,9000
A05977,300,14680
A07942,300,9000
A07213,300,9000
A02380,300,9000
A04632,300,9000
A00507,300,9000
A02831,300,9000
A02547,300,9000
A02299,300,9000
A06931,300,9000
A02170,300,9000
A01958,300,18000
A07745,300,9000
A06994,300,7170
A04938,300,15008
A02946,300,9000
A01047,300,9000
A03721,300,9000
A07533,300,9000
A03674,300,9000
A02947,300,9000
A02879,300,9000
A01956,300,9000
A04716,300,18000
A00453,300,18000
A01821,300,9000
A06302,300,18072
A05221,300,9000
A00937,300,5466
A00703,300,18000
A01891,300,9000
A02816,300,9000
A06501,300,4692
A07205,300,9000
A02766,300,13180
A02660,300,9000
A02098,300,9000
A07358,300,9000
A06197,300,14928
A02982,300,9000
A08143,300,9000
A07873,300,9000
A06603,300,9000
A07991,300,9000
A08267,300,18000
A00320,300,9000
A00279,300,9000
A08077,300,9000
A04043,300,9000
A04702,300,9000
A06963,300,9000
A06384,300,9000
A06461,300,9000
A08172,300,4124
A05530,300,9000
A06879,300,9000
A06022,300,9882
A02143,300,9000
A04707,300,9000
A00610,300,5472
A01569,300,9000
A07089,300,9030
A04240,300,9000
A02906,300,9000
A04583,300,9000
A01709,300,9000
A02174,300,12014
A07852,300,9000
A07832,300,9000
A03431,300,9000
A01263,300,18000
A00915,300,9000
A04654,300,9000
A03025,300,9000
A03722,300,18000
A06024,300,15470
A06095,300,9344
A07878,300,9000
A04469,300,9000
A05310,300,9000
A02312,300,3024
A07334,300,9000
A08469,300,9000
A01418,300,9000
A02212,300,9000
A03520,300,9000
A00828,300,9000
A01934,300,9474
A05638,300,9000
A02931,300,9000
A07214,300,9000
A01364,300,2796
A03204,300,9000
A02448,300,4062
A05789,300,9000
A05547,300,9000
A03030,300,9000
A02101,300,9000
A03093,300,9000
A04949,300,9000
A02092,300,9000
A02825,300,9000
A04073,300,8784
A00314,300,6878
A05337,300,9000
A06697,300,9000
A04406,300,3436
A02376,300,9000
A08095,300,9000
A02830,300,9000
A04184,300,9000
A06109,300,11220
A05027,300,9000
A04370,300,11954
A01819,300,18000
A01957,300,9000
A03347,300,9000
A00686,300,9000
A07408,300,9000
A08200,300,9000
A06428,300,6044
A04320,300,9000
A05534,300,9000
A02909,300,7136
A07231,300,9000
A07320,300,9000
A01733,300,9000
A08132,300,9000
A07922,300,9000
A06690,300,15386
A06980,300,9000
A07025,300,9000
A03692,300,18000
A07849,300,9000
A07406,300,9000
A04227,300,9000
A02006,300,9000
A06720,300,9000
A05724,300,9784
A05821,300,12606
A01464,300,9000
A06661,300,9000
A04175,300,9000
A01643,300,9000
A06552,300,5494
A03937,300,9000
A04872,300,9000
A06238,300,9000
A01097,300,9000
A04699,300,9000
A00355,300,18000
A03210,300,9000
A03584,300,6012
A01413,300,9000
A02986,300,9000
A05263,300,9000
A05438,300,9000
A02542,300,9000
A03663,300,9000
A04700,300,3546
A08525,300,9000
A08380,300,9000
A04595,300,18000
A08318,300,9000
A04123,300,9000
A01432,300,9000
A04582,300,5994
A07621,300,9000
A04322,300,3570
A08520,300,18000
A05660,300,9774
A04950,300,9000
A00619,300,6150
A07946,300,9000
A02087,300,9000
A02504,300,11784
A06487,300,9000
A08453,300,9000
A02466,300,11062
A07298,300,9000
A02383,300,18000
A01191,300,9000
A06800,300,3252
A02487,300,18000
A07950,300,9000
A03720,300,5848
A03012,300,9000
A03836,300,9000
A06230,300,14788
A03895,300,9000
A01735,300,4220
A03688,300,13398
A00767,300,10420
A04942,300,9000
A04746,300,3664
A05284,300,9000
A05345,300,7746
A02689,300,5110
A04173,300,9000
A06441,300,9000
A08203,300,9000
A05767,300,11718
A01750,300,4344
A01002,300,3022
A05379,300,9000
A01656,300,8430
A00561,300,9000
A01306,300,4316
A05291,300,9000
A08253,300,9000
A05260,300,9000
A05803,300,9000
A07702,300,3324
A05552,300,9000
A02987,300,9000
A04776,300,9000
A07321,300,10555
A03106,300,9000
A08488,300,18000
A01974,300,9000
A04046,300,18000
A04615,300,18000
A01486,300,9000
A07043,300,9000
A07203,300,9000
A07454,300,9000
A05314,300,9000
A00748,300,9000
A01236,300,18000
A08519,300,9000
A05236,300,9000
A03943,300,9000
A04082,300,9000
A06104,300,16602
A03798,300,3106
A00431,300,9000
A05752,300,18102
A01125,300,9000
A07866,300,9000
A00340,300,9000
A02165,300,9000
A06258,300,9000
A01277,300,7458
A05425,300,18000
A01639,300,9000
A02304,300,9000
A02432,300,9000
A08384,300,4136
A01867,300,9000
A04042,300,9000
A05970,300,12762
A02917,300,9000
A06942,300,9000
A04665,300,18000
A06434,300,9000
A01434,300,9000
A00327,300,9000
A03288,300,9000
A01779,300,9000
A02438,300,9000
A00992,300,9000
A05403,300,9000
A03137,300,9000
A03545,300,9000
A04449,300,9000
A05507,300,9000
A01251,300,9000
A07759,300,9000
A03922,300,9000
A06863,300,9000
A02400,300,9000
A06842,300,9000
A06526,300,9000
A08485,300,3108
A08394,300,9000
A07150,300,9000
A01408,300,9000
A05350,300,18000
A04496,300,18000
A07447,300,8208
A04167,300,9000
A03978,300,4450
A03293,300,9000
A05587,300,16928
A08156,300,4020
A06008,300,10078
A02496,300,9000
A03939,300,9000
A03616,300,9000
A01009,300,18000
A00334,300,9000
A01571,300,9000
A08128,300,9000
A01359,300,18000
A00274,300,9000
A07184,300,9000
A05139,300,7576
A01578,300,9000
A03649,300,18000
A01865,300,9000
A04230,300,9000
A06566,300,9000
A01539,300,14054
A00713,300,7056
A06483,300,18000
A04458,300,9000
A06902,300,9000
A05332,300,9000
A07489,300,9000
A05961,300,9000
A02839,300,6326
A05975,300,13200
A07112,300,9000
A05107,300,18000
A07318,300,9000
A07280,300,9000
A08098,300,9000
A07644,300,9000
A03793,300,9000
A03200,300,9000
A02359,300,9000
A04414,300,9000
A07126,300,9000
A04903,300,9000
A03646,300,9000
A00416,300,9000
A05245,300,9000
A05835,300,11226
A05563,300,9000
A02196,300,3890
A05208,300,9000
A04806,300,9000
A08241,300,9000
A04555,300,4512
A02004,300,10486
A08017,300,9000
A06962,300,9000
A06642,300,9000
A02097,300,9000
A06091,300,10756
A05161,300,9000
A07859,300,9000
A05034,300,9000
A07341,300,9000
A05932,300,9000
A05149,300,9000
A01095,300,18000
A05339,300,3070
A08242,300,9000
A04569,300,9000
A04899,300,5988
A06714,300,9000
A02455,300,18000
A07175,300,9000
A01561,300,18000
A05207,300,6992
A02981,300,9000
A01787,300,9000
A07132,300,9000
A07874,300,9000
A01601,300,11076
A04568,300,18000
A07661,300,9000
A07002,300,9000
A01220,300,9000
A02155,300,9000
A03206,300,9000
A03911,300,6132
A07659,300,9000
A08142,300,12518
A00692,300,9000
A02993,300,9000
A05627,300,9000
A05114,300,9000
A01614,300,9000
A04115,300,18000
A02270,300,9000
A03262,300,9000
A01115,300,9000
A06214,300,12568
A04557,300,14264
A07998,300,9000
A08053,300,18000
A06613,300,9000
A03103,300,9000
A07124,300,9000
A06568,300,9000
A08455,300,9000
A06056,300,9000
A02309,300,9000
A02330,300,9000
A02685,300,9000
A08081,300,9000
A06866,300,9000
A08223,300,9000
A03913,300,9000
A00747,300,18000
A03120,300,18000
A02730,300,7446
A00517,300,18000
A05523,300,9000
A01257,300,5608
A04614,300,18000
A00620,300,3858
A07264,300,9000
A04187,300,9000
A05185,300,9000
A04878,300,9000
A06527,300,9000
A04211,300,18000
A01933,300,9000
A03333,300,9000
A06249,300,9000
A01032,300,9000
A06308,300,17614
A06314,300,9430
A06107,300,9948
A06875,300,9000
A03038,300,7648
A04199,300,9000
A07417,300,9000
A06918,300,3350
A02237,300,9000
A04706,300,9000
A07084,300,9000
A02040,300,9000
A06529,300,8596
A02461,300,18000
A06117,300,9000
A06955,300,18000
A01731,300,9000
A07141,300,9000
A03220,300,9000
A07028,300,4938
A08474,300,9000
A05781,300,9334
A05885,300,9000
A02335,300,9000
A00418,300,9000
A07767,300,9000
A03875,300,9000
A02905,300,9000
A04122,300,12078
A07458,300,9000
A02283,300,9000
A05463,300,9000
A06045,300,9000
A06761,300,15174
A05572,300,9000
A00888,300,9000
A07895,300,9000
A07850,300,9000
A02333,300,9000
A06312,300,10364
A02964,300,3568
A05197,300,9000
A03428,300,9000
A07232,300,8622
A02900,300,9000
A05105,300,9000
A03811,300,6352
A05495,300,9000
A03402,300,9000
A03447,300,17902
A02218,300,9000
A07285,300,9000
A02285,300,9000
A05656,300,9000
A04830,300,8534
A06949,300,9000
A02413,300,12126
A07746,300,9000
A07909,300,9000
A05205,300,18000
A05578,300,9000
A02989,300,9000
A05348,300,5274
A07988,300,18000
A04517,300,9000
A05444,300,9000
A02439,300,9000
A03964,300,9000
A08356,300,9000
A05471,300,18000
A08159,300,9000
A02712,300,9000
A01665,300,3944
A08105,300,9000
A06276,300,12036
A08181,300,9000
A06286,300,10494
A01104,300,9000
A01640,300,9000
A06175,300,10378
A00502,300,9000
A03074,300,6476
A07775,300,9000
A06350,300,9000
A06769,300,9000
A03193,300,9000
A03511,300,18000
A05956,300,9000
A08451,300,9000
A05974,300,9000
A06823,300,9000
A06644,300,9000
A00910,300,9000
A07411,300,9000
A04248,300,9000
A05786,300,9000
A07493,300,3802
A00571,300,18000
A05967,300,18258
A06928,300,9000
A06982,300,3840
A02399,300,9000
